x,y,rating
2026-01-23 00:00:00,54.885714285714286,neutral
2026-01-26 00:00:00,57.65714285714286,greed
2026-01-27 00:00:00,64.97142857142858,greed
2026-01-28 00:00:00,65.54285714285713,greed
2026-01-29 00:00:00,63.82857142857143,greed
2026-01-30 00:00:00,58.60000000000001,greed
2026-02-02 00:00:00,63.40000000000001,greed
2026-02-03 00:00:00,43.34285714285714,fear
2026-02-04 00:00:00,47.228571428571435,neutral
2026-02-05 00:00:00,34.94285714285714,fear
2026-02-06 00:00:00,45.371428571428574,neutral
2026-02-09 00:00:00,48.4857142857143,neutral
2026-02-10 00:00:00,47.228571428571435,neutral
2026-02-11 00:00:00,49.91428571428571,neutral
2026-02-12 00:00:00,36.357142857142854,fear
2026-02-13 00:00:00,33.84285714285714,fear
2026-02-17 00:00:00,33.31428571428572,fear
2026-02-18 00:00:00,34.157142857142865,fear
2026-02-19 00:00:00,34.400000000000006,fear
2026-02-20 00:00:00,42.34285714285715,fear
2026-02-23 00:00:00,32.542857142857144,fear
2026-02-24 00:00:00,40.25714285714286,fear
2026-02-25 00:00:00,43.142857142857146,fear
2026-02-26 00:00:00,42.91428571428571,fear
2026-02-27 00:00:00,41.17142857142857,fear
2026-03-02 00:00:00,34.285714285714285,fear
2026-03-03 00:00:00,31.628571428571426,fear
2026-03-04 00:00:00,33.07142857142857,fear
2026-03-05 00:00:00,31.62857142857143,fear
2026-03-06 00:00:00,25.25714285714286,fear
2026-03-09 00:00:00,22.228571428571428,extreme fear
2026-03-10 00:00:00,20.271428571428572,extreme fear
2026-03-11 00:00:00,18.314285714285713,extreme fear
2026-03-13 00:00:00,16.671428571428574,extreme fear
2026-03-16 00:00:00,23.914285714285718,extreme fear
2026-03-17 00:00:00,22.88571428571429,extreme fear
2026-03-18 00:00:00,13.614285714285714,extreme fear
2026-03-19 00:00:00,18.314285714285713,extreme fear
2026-03-20 00:00:00,8.4,extreme fear
2026-03-23 00:00:00,11.62857142857143,extreme fear
2026-03-24 00:00:00,10.35714285714286,extreme fear
2026-03-25 00:00:00,16.542857142857144,extreme fear
2026-03-26 00:00:00,10.257142857142858,extreme fear
2026-03-27 00:00:00,8.171428571428573,extreme fear
2026-03-30 00:00:00,5.771428571428572,extreme fear
2026-03-31 00:00:00,14.885714285714284,extreme fear
2026-04-01 00:00:00,15.857142857142858,extreme fear
2026-04-02 00:00:00,18.285714285714285,extreme fear
2026-04-06 00:00:00,21.85714285714286,extreme fear
2026-04-07 00:00:00,21.571428571428573,extreme fear
2026-04-08 00:00:00,29.171428571428574,fear
2026-04-09 00:00:00,33.800000000000004,fear
2026-04-10 00:00:00,38.05714285714286,fear
2026-04-13 00:00:00,40.971428571428575,fear
2026-04-14 00:00:00,47.25714285714286,neutral
2026-04-15 00:00:00,56.2,greed
2026-04-16 00:00:00,61.48571428571429,greed
2026-04-17 00:00:00,68.57142857142858,greed
2026-04-20 00:00:00,69.97142857142858,greed
2026-04-21 00:00:00,67.57142857142858,greed
2026-04-22 00:00:00,68.45714285714286,greed
2026-04-23 00:00:00,66.17142857142856,greed
2026-04-24 00:00:00,65.4,greed
2026-04-27 00:00:00,66.28571428571429,greed
2026-04-28 00:00:00,67.42857142857142,greed
2026-04-29 00:00:00,66.22857142857143,greed
2026-04-30 00:00:00,69.51428571428572,greed
2026-05-01 00:00:00,71.17142857142856,greed
2026-05-04 00:00:00,66.88571428571429,greed
2026-05-05 00:00:00,67.25714285714287,greed
2026-05-06 00:00:00,68.74285714285715,greed
2026-05-07 00:00:00,67.28571428571429,greed
2026-05-08 00:00:00,67.28571428571429,greed
2026-05-11 00:00:00,66.62857142857143,greed
2026-05-12 00:00:00,65.68571428571428,greed
2026-05-13 00:00:00,64.97142857142858,greed
2026-05-14 00:00:00,65.91428571428573,greed
2026-05-15 00:00:00,63.22857142857142,greed
2026-05-18 00:00:00,62.08571428571429,greed
2026-05-19 00:00:00,59.25714285714286,greed
2026-05-20 00:00:00,60.51428571428571,greed
2026-05-21 00:00:00,57.51428571428572,greed
2026-05-22 00:00:00,58.22857142857144,greed
2026-05-26 00:00:00,59.82857142857143,greed
2026-05-27 00:00:00,60.62857142857143,greed
2026-05-28 00:00:00,60.71428571428572,greed
2026-05-29 00:00:00,60.45714285714287,greed
2026-06-01 00:00:00,59.45714285714286,greed
2026-06-02 00:00:00,56.97142857142858,greed
2026-06-03 00:00:00,54.628571428571426,neutral
2026-06-04 00:00:00,54.57142857142857,neutral
2026-06-05 00:00:00,41.857142857142854,fear
2026-06-08 00:00:00,39.37142857142857,fear
2026-06-09 00:00:00,33.77142857142858,fear
2026-06-10 00:00:00,27.28571428571428,fear
2026-06-11 00:00:00,29.685714285714283,fear
2026-06-12 00:00:00,33.51428571428572,fear
2026-06-15 00:00:00,40.14285714285715,fear
2026-06-16 00:00:00,39.51428571428571,fear
2026-06-17 00:00:00,32.94285714285714,fear
2026-06-18 00:00:00,37.34285714285715,fear
2026-06-22 00:00:00,33.94285714285714,fear
2026-06-23 00:00:00,28.457142857142863,fear
2026-06-24 00:00:00,26.45714285714286,fear
2026-06-25 00:00:00,25.428571428571427,fear
2026-06-26 00:00:00,24.657142857142855,extreme fear
2026-06-29 00:00:00,26.857142857142858,fear
2026-06-30 00:00:00,29.971428571428568,fear
2026-07-01 00:00:00,31.62857142857143,fear
2026-07-02 00:00:00,32.542857142857144,fear
2026-07-06 00:00:00,41.65714285714286,fear
2026-07-07 00:00:00,39.771428571428565,fear
2026-07-08 00:00:00,38.62857142857143,fear
2026-07-09 00:00:00,44.714285714285715,fear
2026-07-10 00:00:00,46.82857142857143,neutral
2026-07-13 00:00:00,40.857142857142854,fear
2026-07-14 00:00:00,41.057142857142864,fear
2026-07-16 00:00:00,41.2,fear
2026-07-17 00:00:00,37.2285714285714,fear
2026-07-20 00:00:00,37.9428571428571,fear
2026-07-21 00:00:00,43.3714285714286,fear
2026-07-22 00:00:00,43.3142857142857,fear
2026-07-23 00:00:00,38.9142857142857,fear
2026-07-24 00:00:00,41.3428571428571,fear
2026-07-27 00:00:00,37.6285714285714,fear
2026-07-28 00:00:00,37.8857142857143,fear
2026-07-29 00:00:00,34.6571428571429,fear
2026-07-30 00:00:00,40.7142857142857,fear
2026-07-31 00:00:00,45.2285714285714,neutral
2026-08-03 00:00:00,50.7428571428571,neutral
2026-08-04 00:00:00,59.9714285714286,greed
2026-08-05 00:00:00,59.8285714285714,greed
2026-08-06 00:00:00,58.8571428571429,greed
2026-08-07 00:00:00,64.4285714285714,greed
2026-08-10 00:00:00,64.6857142857143,greed
2026-08-11 00:00:00,61.4285714285714,greed
2026-08-12 00:00:00,62.9428571428571,greed
2026-08-13 00:00:00,66.6285714285714,greed
2026-08-14 00:00:00,63.9714285714286,greed
2026-08-17 00:00:00,58.4,greed
2026-08-18 00:00:00,55.0857142857143,greed
2026-08-19 00:00:00,57.2,greed
2026-08-20 00:00:00,53.0571428571429,neutral
2026-08-21 00:00:00,54.5142857142857,neutral
2026-08-24 00:00:00,56.0857142857143,greed
2026-08-25 00:00:00,56.7714285714286,greed
2026-08-26 00:00:00,53.9428571428571,neutral
2026-08-27 00:00:00,55.4,greed
2026-08-28 00:00:00,52.3142857142857,neutral
2026-08-31 00:00:00,49.7142857142857,neutral
2026-08-31 23:59:43,49.7142857142857,neutral
